area_name,pctdem2016,votes_dem_2016,votes_gop_2016,total_votes_2016,state_abbr,Obama,Romney,population2014,population2010,population_change,age65plus,White,Black,Hispanic,NonEnglish,Edu_highschool,Edu_batchelors,Income,Poverty,Density
Vermillion County,0.30102705,2081,4511,6913,IN,0.452873214,0.520826999,15693,16212,-3.2,18.6,0.981,0.004,0.011,2.2,89.1,13,22875,15.8,63.1
Vigo County,0.402385706,15922,21924,39569,IN,0.494616369,0.486107974,108175,107848,0.3,14.5,0.882,0.072,0.026,5.6,86.6,21.2,21192,20,267.4
Wabash County,0.224972046,3018,9819,13415,IN,0.309321367,0.671390332,32252,32888,-1.9,19.4,0.968,0.008,0.024,3.4,86.1,17,21201,15.1,79.7
Warren County,0.214085226,839,2896,3919,IN,0.348604529,0.625855714,8352,8508,-1.8,18.7,0.983,0.003,0.014,1.6,82.5,16,27390,7.1,23.3
Warrick County,0.306866156,9086,19133,29609,IN,0.356965932,0.62329963,61149,59689,2.4,16.1,0.947,0.016,0.017,3.6,92.4,27.2,29927,9,155.1
Washington County,0.232595076,2636,8206,11333,IN,0.364475524,0.609044289,27878,28262,-1.4,15.4,0.981,0.004,0.014,2.3,80.1,11.9,21370,15.1,55
Wayne County,0.325395894,8322,16028,25575,IN,0.41601854,0.56253437,67671,69003,-1.9,17.9,0.91,0.05,0.027,5,83.4,17.4,21114,21.8,171.5
Wells County,0.196982397,2585,9999,13123,IN,0.265748336,0.716220399,27862,27636,0.8,17,0.976,0.006,0.025,3.2,90.7,15.7,24269,10.7,75.1
White County,0.258836599,2563,6813,9902,IN,0.367134633,0.602969397,24453,24643,-0.8,18.8,0.97,0.008,0.077,6,89.2,15.4,23666,10.8,48.8
Whitley County,0.217508851,3379,11357,15535,IN,0.294568477,0.683572143,33403,33292,0.3,16,0.974,0.005,0.02,2.2,90.4,16.7,24613,8.2,99.2
Allen County,0.26307866,1398,3575,5314,KS,0.352805976,0.62459299,12909,13371,-3.5,19,0.937,0.022,0.033,1,88.6,16.1,20552,17,26.7
Anderson County,0.202929509,665,2386,3277,KS,0.286194258,0.686010996,7883,8102,-2.7,20.6,0.963,0.006,0.017,4.2,87.4,19,22139,12.8,14
Atchison County,0.304395433,1946,3977,6393,KS,0.382520388,0.590244653,16513,16924,-2.4,16.3,0.908,0.052,0.029,1.7,91.7,21.6,21909,17.1,39.3
Barber County,0.127206881,281,1822,2209,KS,0.207274321,0.768185802,4897,4861,0.7,20.3,0.963,0.006,0.036,2.2,92,19.8,26229,10.6,4.3
Barton County,0.180709754,1823,7766,10088,KS,0.224229808,0.760366361,27385,27674,-1,17.3,0.953,0.018,0.143,13.2,86,18.3,25800,13.9,30.9
Bourbon County,0.220682663,1306,4314,5918,KS,0.318895064,0.657404381,14772,15173,-2.6,18.5,0.924,0.033,0.023,2.2,87.5,22,19340,19.3,23.9
Brown County,0.214646465,850,2861,3960,KS,0.268822768,0.708408797,9815,9984,-1.7,19,0.858,0.016,0.038,2.2,90.9,18.2,21046,19,17.5
Butler County,0.239880226,6489,18781,27051,KS,0.279899419,0.697941223,66227,65880,0.5,14,0.936,0.019,0.045,3.2,92.8,26.7,27329,8.4,46.1
Chase County,0.233233979,313,964,1342,KS,0.278183293,0.695052717,2692,2790,-3.5,23.1,0.961,0.013,0.04,4.6,90.2,23.6,21775,13.1,3.6
Chautauqua County,0.127913279,236,1552,1845,KS,0.172436751,0.799600533,3481,3669,-5.1,25.8,0.892,0.009,0.03,2.2,87.1,16.3,21245,15.2,5.7
Cherokee County,0.233603625,1959,6017,8386,KS,0.341591234,0.636612673,20787,21603,-3.8,17.7,0.905,0.008,0.023,2.6,86.1,14.9,19580,18.4,36.8
Cheyenne County,0.133427963,188,1172,1409,KS,0.162447257,0.813642757,2693,2726,-1.2,26.5,0.974,0.001,0.071,3.3,89.2,21.7,23677,11.2,2.7
Clark County,0.120040692,118,813,983,KS,0.171,0.791,2144,2215,-3.2,20.8,0.935,0.007,0.098,7.9,92.1,26.2,25385,12.7,2.3
Clay County,0.17842769,665,2831,3727,KS,0.226283482,0.757533482,8317,8535,-2.6,21.9,0.97,0.007,0.026,2.9,95.2,20.7,24503,14,13.2
Cloud County,0.194205168,744,2856,3831,KS,0.240333586,0.729340409,9385,9533,-1.6,21.1,0.961,0.009,0.035,3.7,89.7,16.6,20467,16.3,13.3
Coffey County,0.181474003,719,2990,3962,KS,0.230268299,0.744985673,8433,8601,-2,19.3,0.963,0.008,0.028,1.4,92.1,19.9,27627,9.1,13.7
Comanche County,0.119019837,102,705,857,KS,0.154098361,0.826229508,1954,1891,3.3,22.9,0.973,0.003,0.05,3.7,92.1,23.9,21041,6.4,2.4
Cowley County,0.28231041,3436,8016,12171,KS,0.339038894,0.637415622,35963,36311,-1,17,0.892,0.03,0.102,8.3,88,20,21519,17.6,32.3
Crawford County,0.351569009,5064,8394,14404,KS,0.454987835,0.519986097,39290,39134,0.4,14.8,0.92,0.023,0.051,5.6,90.2,27.2,20974,20.6,66.4
Decatur County,0.121917808,178,1220,1460,KS,0.173515982,0.795172864,2908,2961,-1.8,27.1,0.97,0.009,0.02,3.2,90.1,19.9,27154,10.1,3.3
Dickinson County,0.197552448,1582,5905,8008,KS,0.249809015,0.726890756,19394,19754,-1.8,18.4,0.956,0.01,0.045,2.8,90.8,18.5,23895,10.9,23.3
Doniphan County,0.173499703,584,2601,3366,KS,0.262689225,0.711487088,7874,7945,-0.9,17.5,0.923,0.034,0.028,1.6,90,17.5,22713,12.3,20.2
Douglas County,0.623851879,30089,14308,48231,KS,0.605233023,0.367910464,116585,110826,5.2,10.3,0.843,0.046,0.058,9.9,95.1,49.6,26342,19,243.1
Edwards County,0.159021407,208,1033,1308,KS,0.213186813,0.767765568,3030,3037,-0.2,19.3,0.95,0.016,0.197,19,85.6,22.3,24714,12.9,4.9
Elk County,0.127084988,160,1048,1259,KS,0.204277286,0.766961652,2694,2882,-6.5,27.2,0.942,0.001,0.038,5.1,89.2,18,20322,18.5,4.5
Ellis County,0.22890223,2669,8311,11660,KS,0.271069724,0.708740903,29013,28452,2,13.8,0.955,0.01,0.057,7.1,92.7,32.3,24291,16.2,31.6
Ellsworth County,0.196115765,515,1933,2626,KS,0.259992529,0.711617482,6392,6497,-1.6,19.5,0.921,0.051,0.059,3.9,89.7,20.8,22789,6.9,9.1
Finney County,0.30890967,3006,6155,9731,KS,0.303832477,0.672724878,37184,36776,1.1,9.4,0.894,0.033,0.482,39.1,70.6,17.9,21629,16,28.2
Ford County,0.273670034,2032,4994,7425,KS,0.305369958,0.675451621,34795,33848,2.8,10.4,0.916,0.03,0.529,45.3,69.7,16.7,19994,15.5,30.8
Franklin County,0.265434415,2829,7025,10658,KS,0.334166204,0.637886359,25611,25996,-1.5,15.4,0.946,0.014,0.039,2.5,90.7,20.2,22979,13.1,45.5
Geary County,0.360359097,2569,4116,7129,KS,0.419612012,0.563646027,36713,34362,6.8,7.6,0.696,0.188,0.15,13.7,91,20.8,21408,12.1,89.3
Gove County,0.112198795,149,1127,1328,KS,0.127192982,0.844298246,2727,2695,1.2,23.2,0.98,0.006,0.027,2,92.8,20.3,26233,10.3,2.5
Graham County,0.146245059,185,1013,1265,KS,0.188021228,0.791508719,2566,2597,-1.2,25.4,0.906,0.044,0.032,1.9,93.9,22.9,28146,11.2,2.9
Grant County,0.184768498,427,1755,2311,KS,0.197291196,0.786455982,7816,7829,-0.2,11.2,0.949,0.009,0.464,32.6,76,17.8,26370,13,13.6
Gray County,0.127797116,257,1651,2011,KS,0.159915834,0.824829037,6082,6006,1.3,14.4,0.975,0.007,0.142,15.6,77.3,20.2,25537,11.2,6.9
Greeley County,0.129890454,83,523,639,KS,0.168421053,0.810526316,1301,1247,4.3,20.9,0.972,0.005,0.176,9.7,91.7,21.9,32650,5.4,1.6
Greenwood County,0.172180719,484,2146,2811,KS,0.241315595,0.733924612,6328,6689,-5.4,23.6,0.953,0.005,0.04,1.3,90.6,16.5,22280,16.1,5.9
Hamilton County,0.13459268,114,690,847,KS,0.185530922,0.791131855,2603,2690,-3.2,11.9,0.954,0.005,0.337,25.2,81.9,12.6,24510,11.2,2.7
Harper County,0.154397135,388,1950,2513,KS,0.229550321,0.737901499,5818,6034,-3.6,21.7,0.957,0.005,0.071,5,87.7,16.9,22820,16.5,7.5
Harvey County,0.344291609,5006,8503,14540,KS,0.373922492,0.604998189,34820,34684,0.4,17.9,0.94,0.019,0.115,9,89.3,26.3,23775,12.8,64.3
Haskell County,0.175384615,228,1011,1300,KS,0.149077491,0.834686347,4106,4256,-3.5,12.1,0.953,0.009,0.288,33.6,72.7,17.7,25114,10.4,7.4
Hodgeman County,0.123260437,124,845,1006,KS,0.16952381,0.816190476,1916,1916,0,23.2,0.97,0.009,0.065,7.6,90.9,22.6,30440,5.2,2.2
Jackson County,0.259996508,1489,3888,5727,KS,0.341614907,0.635001827,13539,13462,0.6,17.2,0.867,0.009,0.047,3.3,94.3,17.7,24117,9.4,20.5
Jefferson County,0.304625199,2483,5112,8151,KS,0.373203883,0.601553398,18855,19124,-1.4,17.2,0.96,0.008,0.026,2.3,91.9,21.3,26280,7.7,35.9
Jewell County,0.12137559,180,1204,1483,KS,0.152335816,0.825998646,3043,3077,-1.1,27.3,0.977,0.003,0.024,2.5,91.9,14.7,23134,12.5,3.4
Johnson County,0.451555479,126324,133907,279753,KS,0.401465625,0.579693822,574272,544179,5.5,12.7,0.875,0.05,0.074,11.2,95.6,51.7,38827,6.5,1149.6
Kearny County,0.169056604,224,1048,1325,KS,0.194630872,0.790454884,3915,3977,-1.6,14.1,0.954,0.008,0.297,25.6,79,17.2,22292,10.1,4.6
Kingman County,0.181042365,594,2507,3281,KS,0.228508909,0.741169115,7698,7858,-2,21.6,0.967,0.003,0.031,2.5,88.1,19.3,24026,12.5,9.1
Kiowa County,0.108504399,111,855,1023,KS,0.141218005,0.856134157,2513,2553,-1.6,18.9,0.958,0.009,0.065,3.9,91.4,20,23232,12.3,3.5
Labette County,0.282106327,2234,5232,7919,KS,0.388769445,0.59036297,20960,21607,-3,18.1,0.886,0.046,0.044,3.8,89.7,20.4,22394,15.3,33.5
Lane County,0.125150421,104,684,831,KS,0.185387132,0.79825518,1687,1750,-3.6,23.5,0.95,0.008,0.064,4.7,90.9,22.7,31694,10.3,2.4
Leavenworth County,0.339129263,10064,17387,29676,KS,0.388055517,0.589688771,78797,76227,3.4,12.7,0.85,0.096,0.069,6.1,92.1,28.7,27017,10.7,164.7
Lincoln County,0.147790055,214,1168,1448,KS,0.194653873,0.786840302,3167,3241,-2.3,20.7,0.973,0.005,0.024,4,92.1,19.7,23686,12.8,4.5
Linn County,0.168497312,721,3377,4279,KS,0.258034467,0.717047042,9502,9656,-1.6,20.9,0.963,0.008,0.023,1.5,89,14.2,26224,12.9,16.3
Logan County,0.110534125,149,1124,1348,KS,0.149001536,0.832565284,2794,2756,1.4,19.7,0.948,0.01,0.049,4.1,90.9,15.6,25328,12.8,2.6
Lyon County,0.379395487,4456,6354,11745,KS,0.428104012,0.547442742,33212,33690,-1.4,13.7,0.907,0.028,0.207,17.1,86.8,24.1,19789,21.1,39.8
Marion County,0.21537054,1177,3928,5465,KS,0.255402385,0.720007452,12208,12660,-3.6,22.3,0.96,0.012,0.032,4.6,89,20.8,22269,12,13.4
Marshall County,0.231542158,1060,3250,4578,KS,0.310108998,0.66745031,10006,10117,-1.1,21.2,0.969,0.003,0.023,1.9,92.8,15,25262,12.2,11.2
McPherson County,0.255806478,3183,8407,12443,KS,0.280597015,0.696434494,29241,29180,0.2,19,0.954,0.012,0.038,4.8,88.5,25.7,27462,8.2,32.5
Meade County,0.122985075,206,1390,1675,KS,0.154126214,0.845873786,4357,4575,-4.8,17.6,0.957,0.008,0.169,15.9,85.8,23.8,21990,9.5,4.7
Miami County,0.268420337,3949,9839,14712,KS,0.316555115,0.664253517,32822,32783,0.1,15.2,0.957,0.013,0.031,1.8,93.5,23.9,28412,9.5,57
Mitchell County,0.166076487,469,2216,2824,KS,0.197057817,0.784468012,6284,6373,-1.4,22.5,0.978,0.003,0.02,2.9,93.4,23.8,26911,9.7,9.1
Montgomery County,0.219994838,2557,8466,11623,KS,0.281650542,0.696022492,34065,35471,-4,18.1,0.852,0.058,0.063,4.4,88.2,17.9,21332,19.4,55.1
Morris County,0.228193146,586,1790,2568,KS,0.279097387,0.692794933,5698,5923,-3.8,23.6,0.965,0.006,0.044,2.3,89.3,17.4,24680,8.3,8.5
Morton County,0.125,145,970,1160,KS,0.144346431,0.84202085,3110,3233,-3.8,18.2,0.929,0.009,0.211,18.8,85,17.5,22378,11.3,4.4
Nemaha County,0.142089552,714,4066,5025,KS,0.199233716,0.782012503,10148,10178,-0.3,20.1,0.969,0.007,0.017,1.2,90,19.5,24550,11.5,14.2
Neosho County,0.23801008,1464,4340,6151,KS,0.31640195,0.659380406,16416,16512,-0.6,18.4,0.945,0.013,0.052,3.7,89.8,16.2,21163,20.7,28.9
Ness County,0.111498258,160,1216,1435,KS,0.14890614,0.839802399,3105,3107,-0.1,23.8,0.966,0.007,0.098,8.3,91,19,30223,12.7,2.9
Norton County,0.126484018,277,1808,2190,KS,0.171167247,0.807926829,5560,5671,-2,19.4,0.941,0.031,0.053,5.1,87.7,15.4,22942,9.4,6.5
Osage County,0.250942849,1730,4713,6894,KS,0.329050362,0.640378083,15936,16295,-2.2,18.5,0.964,0.005,0.027,2.5,90.6,20.6,24789,10.6,23.1
Osborne County,0.131774102,231,1437,1753,KS,0.177580466,0.803551609,3756,3858,-2.6,24.8,0.973,0.003,0.018,1.6,88.5,18,26313,17.3,4.3
Ottawa County,0.147941382,424,2261,2866,KS,0.189750693,0.782548476,6065,6091,-0.4,18,0.968,0.009,0.031,1.9,92.3,21,26614,9.5,8.5
Pawnee County,0.217909301,567,1872,2602,KS,0.274463938,0.704873294,6916,6973,-0.8,19,0.915,0.051,0.078,5.7,90,22.9,23230,6.3,9.2
Phillips County,0.113366526,296,2200,2611,KS,0.148206543,0.834055972,5533,5642,-1.9,21.4,0.97,0.005,0.03,1.5,91.8,18.3,23772,10,6.4
Pottawatomie County,0.211506902,2191,7451,10359,KS,0.246264646,0.719337848,22897,21604,6,13.2,0.94,0.014,0.052,3.7,94.6,29.3,24892,9,25.7
Pratt County,0.202049396,769,2824,3806,KS,0.259594883,0.72761194,9850,9656,2,17.9,0.948,0.014,0.068,5,88.6,23.4,26209,11.6,13.1
Rawlins County,0.110497238,160,1209,1448,KS,0.129577465,0.85,2584,2519,2.6,26.6,0.978,0.005,0.048,5.3,91.4,23.3,26897,11.5,2.4
Reno County,0.284459229,6670,15100,23448,KS,0.330470485,0.645104529,63794,64511,-1.1,18,0.929,0.034,0.09,7.1,88.7,19.8,23382,12.4,51.4
Republic County,0.148953301,370,1993,2484,KS,0.178030303,0.79469697,4803,4980,-3.6,27.4,0.975,0.007,0.015,2.1,94.4,19.8,25531,12.5,6.9
Rice County,0.187272218,668,2652,3567,KS,0.248205411,0.726394257,10015,10083,-0.7,17.5,0.941,0.018,0.111,9.3,89.9,20.9,23068,14.9,13.9
Riley County,0.434285714,8892,9817,20475,KS,0.423714596,0.550527978,75194,71131,5.7,7.9,0.84,0.069,0.081,8.3,95.4,45,22948,23.2,116.6
Rooks County,0.114802355,273,1999,2378,KS,0.151619048,0.82247619,5155,5181,-0.5,20.6,0.973,0.006,0.025,2.8,91.5,20.9,23768,18.3,5.8
Rush County,0.154002714,227,1177,1474,KS,0.233053583,0.743060039,3197,3307,-3.3,24.2,0.971,0.004,0.033,3.6,90.7,19.4,24175,12.8,4.6
Russell County,0.144218551,454,2544,3148,KS,0.185987261,0.797770701,6956,6970,-0.2,22.4,0.954,0.011,0.025,3.2,90.6,21.8,24683,14.6,7.9
Saline County,0.286899934,6084,13367,21206,KS,0.327457113,0.649085395,55755,55606,0.3,15.7,0.9,0.036,0.109,9.5,89,23.9,24935,17.4,77.2
Scott County,0.107457156,232,1832,2159,KS,0.134224864,0.84299158,5080,4936,2.9,17.8,0.969,0.006,0.175,19.9,86.4,23.4,26274,11.3,6.9
Sedgwick County,0.369106501,66716,101319,180750,KS,0.390060275,0.587066775,508803,498365,2.1,12.8,0.81,0.095,0.139,13.6,88.6,28.7,25603,15.3,499.6
Seward County,0.314358001,1491,3025,4743,KS,0.281130172,0.705348133,23465,22952,2.2,8.8,0.891,0.042,0.591,56.5,63.3,12.6,19015,19.4,35.9
Shawnee County,0.451743428,33270,35349,73648,KS,0.480452675,0.49738122,178406,177934,0.3,16.1,0.844,0.088,0.116,8.4,90.3,28.6,26057,16.7,327.1
Sheridan County,0.092511013,126,1186,1362,KS,0.125,0.860606061,2539,2556,-0.7,22.7,0.979,0.002,0.038,2.7,90.8,22.4,26841,12.9,2.9
Sherman County,0.134016555,340,2043,2537,KS,0.220644666,0.754796623,6110,6010,1.7,18.3,0.953,0.01,0.122,7.9,88.9,15.7,21476,16.8,5.7
Smith County,0.146474677,295,1635,2014,KS,0.17397882,0.805849723,3769,3853,-2.2,26.3,0.971,0.005,0.017,1.1,89.2,16.7,26811,15.4,4.3
Stafford County,0.160828025,303,1485,1884,KS,0.219858156,0.753955265,4297,4437,-3.2,20.5,0.954,0.007,0.131,11.3,87.9,19.1,23240,15.1,5.6
Stanton County,0.177897574,132,580,742,KS,0.189340813,0.800841515,2111,2235,-5.5,16.6,0.948,0.009,0.362,34.7,76.9,18.5,21712,4,3.3
Stevens County,0.116028063,215,1564,1853,KS,0.120620621,0.862862863,5801,5724,1.3,13.2,0.956,0.008,0.349,28.9,80.6,17.6,24950,15.1,7.9
Sumner County,0.214767221,2039,6844,9494,KS,0.291133608,0.685504506,23528,24132,-2.5,17.1,0.946,0.013,0.052,1.9,90.9,17.8,22972,13.4,20.4
Thomas County,0.134079816,467,2832,3483,KS,0.170011806,0.805489965,7891,7900,-0.1,15.5,0.96,0.008,0.054,4.5,91.6,27.9,26903,11.2,7.4
Trego County,0.132282385,193,1211,1459,KS,0.187176166,0.796632124,2902,3001,-3.3,24.2,0.974,0.007,0.02,5.4,90.2,21.5,23095,6.7,3.4
Wabaunsee County,0.231437126,773,2358,3340,KS,0.28120161,0.69061629,7022,7053,-0.4,17.5,0.961,0.008,0.034,1.4,95.4,20.6,24199,6.4,8.9
Wallace County,0.057766367,45,711,779,KS,0.087067862,0.898847631,1506,1485,1.4,21.4,0.968,0.009,0.067,8.6,87.5,23.5,25429,8.4,1.6
Washington County,0.141202839,378,2136,2677,KS,0.179881243,0.803353126,5598,5799,-3.5,23.6,0.974,0.006,0.034,3.1,90.3,16.1,22621,10.2,6.5
Wichita County,0.14882227,139,765,934,KS,0.159067882,0.831813576,2176,2234,-2.6,18,0.969,0.011,0.284,25.1,77.4,16.6,23799,9.9,3.1
Wilson County,0.157955198,550,2747,3482,KS,0.219789132,0.760205461,9028,9409,-4,20.1,0.946,0.005,0.028,2.1,81.9,13,19929,17.8,16.5
Woodson County,0.190140845,270,1063,1420,KS,0.26271777,0.717770035,3157,3309,-4.6,22.6,0.958,0.005,0.027,1.5,90.7,18.2,21774,19.6,6.6
Wyandotte County,0.61824004,29346,15520,47467,KS,0.673080814,0.309032415,161636,157505,2.6,11.2,0.669,0.248,0.273,24.3,78.2,15.5,18957,23.9,1039
Adair County,0.160792416,1323,6637,8228,KY,0.218421053,0.768552632,19204,18656,2.9,16.4,0.951,0.03,0.019,2,73.7,13.9,17371,19.1,46
Allen County,0.166852195,1349,6466,8085,KY,0.254683758,0.730243696,20384,19967,2.1,16.1,0.971,0.011,0.019,5.3,76.4,12.7,19086,18.6,58
Anderson County,0.230769231,2634,8242,11414,KY,0.321283194,0.661174646,21888,21421,2.2,14.2,0.956,0.022,0.015,2.7,87.2,20.4,24161,11.3,106.1
Ballard County,0.199170124,816,3161,4097,KY,0.305263158,0.679589217,8240,8247,-0.1,19.5,0.943,0.031,0.013,1.8,84.4,13.1,24781,14.4,33.4
Barren County,0.231418827,4275,13483,18473,KY,0.32598853,0.659341986,43148,42173,2.3,16.8,0.932,0.042,0.03,3.3,79.2,14.7,19745,20.8,86.5
Bath County,0.297356347,1361,3082,4577,KY,0.429403202,0.551916545,12206,11591,5.3,16,0.968,0.015,0.013,1.3,73.9,12,16367,28,41.6
Bell County,0.177064031,1720,7764,9714,KY,0.234549673,0.751634676,27778,28691,-3.2,17.3,0.952,0.024,0.01,0.9,68.3,10.8,15091,33.5,79.9
Boone County,0.2610947,15026,39082,57550,KY,0.297704543,0.684255643,126413,118811,6.4,11.2,0.92,0.032,0.04,6.3,91.9,30.4,29235,9,482.3
Bourbon County,0.31748379,2791,5569,8791,KY,0.388797572,0.593248198,19972,19985,-0.1,17.5,0.912,0.063,0.069,6.3,81.6,15.8,22893,17.2,69
Boyd County,0.294526244,6021,13591,20443,KY,0.408403361,0.571586134,48832,49538,-1.4,17.9,0.947,0.031,0.016,2,87.6,16.3,24530,19.9,309.9
Boyle County,0.331141708,4281,8040,12928,KY,0.361497413,0.622816947,29706,28420,4.5,17.6,0.889,0.078,0.03,4,84.7,22.8,22249,18.3,157.8
Bracken County,0.200170358,705,2711,3522,KY,0.355108359,0.628173375,8406,8488,-1,15.4,0.977,0.007,0.016,1.4,80.9,14.2,20918,16.8,41.3
Breathitt County,0.268331006,1537,3991,5728,KY,0.311900958,0.662539936,13409,13876,-3.4,15.4,0.979,0.005,0.008,1.7,63.8,9.8,14706,32.5,28.2
Breckinridge County,0.223616657,1960,6484,8765,KY,0.354587674,0.630726748,19888,20053,-0.8,17.6,0.958,0.022,0.013,2.8,76.6,9.4,18101,19.6,35.4
Bullitt County,0.229076479,8255,26210,36036,KY,0.313800157,0.670527144,77955,74319,4.9,13.6,0.967,0.011,0.017,1.7,85,12.7,24308,10.2,250.2
Butler County,0.169865471,947,4428,5575,KY,0.255634638,0.734677738,12875,12690,1.5,17.5,0.975,0.007,0.04,2.9,75.5,8.2,18136,25.1,29.8
Caldwell County,0.210984595,1260,4507,5972,KY,0.316040956,0.666211604,12725,12984,-2,19.3,0.924,0.055,0.015,0.8,84,16.8,20327,21.4,37.7
Calloway County,0.296090779,4749,10367,16039,KY,0.352761551,0.626526819,38282,37191,2.9,15.9,0.917,0.041,0.026,5.5,86.1,27.7,21490,20.1,96.6
Campbell County,0.345129618,14658,25050,42471,KY,0.375376497,0.603390337,91833,90336,1.7,13.8,0.939,0.031,0.018,3.9,88.5,28.5,26945,13,597
Carlisle County,0.166217776,432,2094,2599,KY,0.286368843,0.700649103,4978,5104,-2.5,19.9,0.961,0.015,0.024,1.2,82.9,15.5,21500,16.2,26.9
Carroll County,0.28719813,1106,2588,3851,KY,0.442663043,0.543206522,10815,10811,0,14.7,0.954,0.019,0.07,7.7,74.8,9.5,19429,29.9,84.1
Carter County,0.221681114,2276,7587,10267,KY,0.379856277,0.592746463,27223,27718,-1.8,16.5,0.979,0.007,0.012,0.6,75.5,10.4,19204,20.3,67.7
Casey County,0.119136378,767,5482,6438,KY,0.178295846,0.805122312,15891,15952,-0.4,18.8,0.976,0.007,0.029,3.5,69.7,8.4,15603,26.8,35.9
Christian County,0.325705741,7188,14108,22069,KY,0.375893955,0.613811324,74250,73939,0.4,11.1,0.73,0.211,0.076,6.6,85.2,15.1,19773,20.5,103.1
Clark County,0.290619403,4706,10710,16193,KY,0.339260221,0.644451655,35758,35613,0.4,16.3,0.928,0.051,0.028,2.3,82.5,19.4,24524,15.4,141.1
Clay County,0.111209701,752,5861,6762,KY,0.150480834,0.836516321,21147,21730,-2.7,13.5,0.944,0.043,0.02,1.9,63.6,9,13542,37.7,46.3
Clinton County,0.122810956,547,3809,4454,KY,0.171181425,0.812428864,10165,10272,-1,18.2,0.972,0.006,0.028,1.5,67.7,7,16795,24.4,52.1
Crittenden County,0.152874133,617,3290,4036,KY,0.249091853,0.73663726,9224,9315,-1,19.3,0.974,0.01,0.009,7.6,79,11.4,21375,20.8,25.9
Cumberland County,0.149950996,459,2502,3061,KY,0.209954434,0.776726253,6745,6856,-1.6,20.7,0.955,0.028,0.011,1.6,73,13.9,17697,23.6,22.5
Daviess County,0.309560238,14163,28907,45752,KY,0.385180256,0.596306946,98275,96659,1.7,16,0.919,0.05,0.028,3.4,88,18.8,22963,15.2,210.9
Edmonson County,0.186867723,979,4135,5239,KY,0.294596913,0.69296741,12013,12161,-1.2,19.3,0.967,0.018,0.01,2.7,78.9,9.8,19481,16.1,40.2
Elliott County,0.259922726,740,2000,2847,KY,0.494372655,0.469362234,7672,7852,-2.3,18.3,0.954,0.035,0.01,2.1,70,7.7,14040,31.8,33.5
Estill County,0.200072228,1108,4236,5538,KY,0.261574074,0.723186728,14447,14672,-1.5,17.1,0.986,0.003,0.009,0.9,72.7,8.3,16435,27.2,58
Fayette County,0.512636652,69776,56890,136112,KY,0.493383457,0.483170536,310797,295803,5.1,11.7,0.783,0.15,0.069,11.9,88.6,40.1,29251,18.9,1042.8
Fleming County,0.21568,1348,4722,6250,KY,0.330508475,0.653753027,14545,14355,1.3,16.2,0.97,0.016,0.013,2.8,76,12.8,19304,22.2,41.2
Floyd County,0.24302403,4015,11993,16521,KY,0.317864338,0.657085292,38108,39451,-3.4,16,0.979,0.01,0.007,0.9,73.6,12.8,17716,28.9,100.3
Franklin County,0.449538591,10717,11819,23840,KY,0.49427947,0.486137893,49880,49285,1.2,16.3,0.845,0.111,0.03,5,86.1,26.8,26243,16.6,237.2
Fulton County,0.325073499,774,1549,2381,KY,0.411930673,0.574365175,6265,6813,-8,19.4,0.724,0.243,0.015,3,76.5,13.1,18602,22.2,33.2
Gallatin County,0.224655069,749,2443,3334,KY,0.404575163,0.574509804,8589,8589,0,12.3,0.958,0.018,0.051,5.4,75.2,8.8,19020,20.7,84.8
Garrard County,0.190857743,1453,5904,7613,KY,0.234703971,0.750317931,16858,16912,-0.3,16.4,0.962,0.022,0.023,2.5,80.5,15.2,21341,19.1,73.5
Grant County,0.19997906,1910,7268,9551,KY,0.326516384,0.65814548,24875,24662,0.9,12.6,0.968,0.01,0.025,2.9,82.4,10.9,19829,18,95.6
Graves County,0.199493427,3308,12671,16582,KY,0.293487381,0.690569935,37618,37121,1.3,17.2,0.925,0.047,0.06,6.9,80.8,16.9,20746,18.6,67.3
Grayson County,0.185441121,1959,8219,10564,KY,0.296040565,0.690905168,26194,25746,1.7,16.2,0.972,0.012,0.014,1.4,76,9.5,19115,23.3,51.8
Green County,0.15606828,832,4372,5331,KY,0.23990939,0.748352554,11043,11260,-1.9,19.6,0.959,0.022,0.014,1.7,76.3,12,17984,21.9,39.4
Greenup County,0.254903166,4146,11546,16265,KY,0.397585593,0.584141434,36308,36914,-1.6,19.1,0.971,0.01,0.011,1.4,82.9,15.7,22035,17.9,107.2
Hancock County,0.289841566,1244,2788,4292,KY,0.443503508,0.535204452,8753,8565,2.2,16.1,0.971,0.013,0.014,1.8,86.8,11.5,22686,14.2,45.6
Hardin County,0.323429128,13944,26970,43113,KY,0.387993471,0.595659492,108266,105549,2.6,12.3,0.807,0.128,0.057,7.6,88.1,20.8,24147,15.8,169.3
Harlan County,0.127699181,1372,9129,10744,KY,0.171702008,0.811878401,28163,29278,-3.8,16.3,0.958,0.023,0.008,1.4,71,10.6,16257,31.3,62.9
Harrison County,0.261255467,2031,5435,7774,KY,0.344967193,0.636046349,18592,18849,-1.4,16.5,0.957,0.023,0.021,3.5,80,14.2,21424,23.1,61.5
Hart County,0.238259193,1730,5320,7261,KY,0.344811962,0.642803202,18597,18199,2.2,16.2,0.933,0.048,0.017,7,71.2,8.8,17273,26.6,44.2
